customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureBucket,FamilyIndicator,SupportBundle,StreamingBundle,Treatment_Prob,Treatment,TreatmentEffect,BaseProb,TreatedProb,Y0,Y1,Outcome,uplift_pred,segment
3620-MWJNE,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.45,87.3,0,0-1 Year,0,2,0,0.5,0,0.2,0.35,0.1499999999999999,0,1,0,0.1922147680593358,Sleeping Dogs
8573-JGCZW,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.65,351.55,0,1-2 Years,0,0,0,0.3,0,0.2,0.15,0.01,1,1,1,0.15781912131333853,Sleeping Dogs
6837-HAEVO,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.0,7297.75,0,4-6 Years,1,2,2,0.5,0,0.22,0.1999999999999999,0.01,0,1,0,0.25900288450470166,Persuadable
6701-YVNQG,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.7,6301.7,0,4-6 Years,1,4,2,0.5,1,0.22,0.1999999999999999,0.01,1,1,1,0.164468943833597,Sleeping Dogs
9306-CPCBC,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.25,210.3,1,0-1 Year,0,0,0,0.5,1,0.2,0.35,0.1499999999999999,1,1,1,0.2551200368708327,Persuadable
4304-XUMGI,Male,1,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),75.15,3822.45,0,4-6 Years,1,3,1,0.5,0,0.25,0.15,0.01,1,1,1,0.1326159671910454,Sleeping Dogs
9504-YAZWB,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,1048.45,0,4-6 Years,0,0,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.061234412942938465,Sleeping Dogs
8819-ZBYNA,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.1,6393.65,0,4-6 Years,1,3,2,0.5,1,0.22,0.1999999999999999,0.01,1,1,1,0.188524156113416,Sleeping Dogs
6174-NRBTZ,Male,0,No,No,46,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),30.75,1489.3,0,2-4 Years,0,1,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.07495001113766717,Sleeping Dogs
9481-IEBZY,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.9,8061.5,0,4-6 Years,1,4,2,0.7,0,0.37,0.5000000000000001,0.1300000000000001,1,1,1,0.2162737131487542,Persuadable
1833-VGRUM,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,74.2,1,0-1 Year,0,0,0,0.7,1,0.35,0.45,0.1,1,1,1,0.2645077816233464,Persuadable
6137-NICCO,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.05,518.75,0,0-1 Year,1,2,1,0.7,0,0.32,0.5,0.18,1,1,1,0.21766389582454038,Persuadable
9065-ZCPQX,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.85,5763.15,0,4-6 Years,1,4,1,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.08389275674988052,Sleeping Dogs
6402-EJMWF,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.3,238.5,0,0-1 Year,0,0,1,0.5,0,0.2,0.35,0.1499999999999999,1,1,1,0.19482502391498643,Sleeping Dogs
3620-EHIMZ,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,1031.7,0,4-6 Years,1,0,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.058086561093538144,Sleeping Dogs
3213-VVOLG,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.35,1397.475,0,,1,0,0,0.5,0,0.2,0.15,0.01,1,1,1,0.13732304132646983,Sleeping Dogs
6870-ECSHE,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,34.8,0,0-1 Year,0,0,0,0.5,1,0.2,0.15,0.01,1,1,1,0.15004277305989985,Sleeping Dogs
8747-UDCOI,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1319.95,0,4-6 Years,1,0,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.05778306952982498,Sleeping Dogs
8374-XGEJJ,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,4388.4,1,2-4 Years,1,1,2,0.7,1,0.37,0.5000000000000001,0.1300000000000001,0,1,1,0.28374306287391615,Persuadable
2656-TABEH,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,420.2,1,0-1 Year,1,1,2,0.7,0,0.32,0.5,0.18,0,1,0,0.31263077589246274,Persuadable
6946-LMSQS,Male,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,89.05,2177.45,1,2-4 Years,1,1,1,0.7,1,0.37,0.4,0.03,0,1,1,0.23876883051541364,Persuadable
4626-OZDTJ,Female,0,Yes,No,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),78.65,3950.85,0,4-6 Years,1,2,2,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.0723904608605232,Sleeping Dogs
9169-BSVIN,Male,0,No,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.75,827.05,0,0-1 Year,0,1,2,0.3,0,0.2,0.35,0.1499999999999999,0,0,0,0.20745741780827415,Persuadable
2325-ZUSFD,Female,0,Yes,Yes,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.1,3913.3,1,4-6 Years,1,1,2,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.06024339677610083,Sleeping Dogs
8194-PEEBY,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,533.5,0,1-2 Years,1,0,0,0.3,0,0.1,0.15,0.0499999999999999,1,1,1,0.13618631438764367,Sleeping Dogs
6872-HXFNF,Female,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),58.35,3756.45,0,4-6 Years,1,2,0,0.3,1,0.1,0.0499999999999999,0.01,1,1,1,0.06474504473910898,Sleeping Dogs
3932-CMDTD,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,105.65,443.9,1,0-1 Year,0,3,2,0.7,1,0.32,0.3,0.01,1,1,1,0.21251378013160427,Persuadable
7714-YXSMB,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.5,2599.95,0,2-4 Years,0,1,2,0.5,1,0.22,0.5,0.28,1,1,1,0.21971710790886723,Persuadable
8387-UGUSU,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,284.3,0,1-2 Years,1,0,0,0.3,0,0.2,0.35,0.1499999999999999,0,1,0,0.18863865141080727,Sleeping Dogs
1080-BWSYE,Male,1,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.65,1740.8,0,4-6 Years,1,0,0,0.5,0,0.25,0.15,0.01,1,1,1,0.10924769276678781,Sleeping Dogs
4039-HEUNW,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.5,3436.1,1,2-4 Years,1,1,2,0.7,1,0.37,0.6000000000000001,0.2300000000000001,0,1,1,0.2601765536606435,Persuadable
1194-HVAIF,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.0,2462.55,0,2-4 Years,1,0,2,0.5,0,0.22,0.5,0.28,1,1,1,0.21077634041311188,Persuadable
0812-WUPTB,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.85,70.85,1,0-1 Year,1,0,0,0.7,1,0.35,0.45,0.1,1,1,1,0.2298532877701284,Persuadable
3594-UVONA,Female,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.95,3110.1,1,2-4 Years,0,3,2,0.5,0,0.22,0.3,0.0799999999999999,1,0,1,0.14591110553032585,Sleeping Dogs
0004-TLHLJ,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,1,0-1 Year,0,1,0,0.5,1,0.2,0.35,0.1499999999999999,1,1,1,0.24578253274660378,Persuadable
1767-TGTKO,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.45,411.75,0,0-1 Year,1,0,0,0.5,0,0.2,0.35,0.1499999999999999,1,0,1,0.2357374313027048,Persuadable
8439-LTUGF,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.0,198.6,0,0-1 Year,0,0,0,0.5,0,0.2,0.35,0.1499999999999999,0,1,0,0.18377506438647412,Sleeping Dogs
8805-JNRAZ,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.2,103.7,0,0-1 Year,0,1,0,0.5,1,0.2,0.35,0.1499999999999999,1,1,1,0.17086660412719723,Sleeping Dogs
5089-IFSDP,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.45,6144.55,1,4-6 Years,1,3,2,0.5,1,0.22,0.1999999999999999,0.01,1,1,1,0.17039105972491653,Sleeping Dogs
6418-HNFED,Male,0,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.25,4089.45,0,4-6 Years,1,4,2,0.5,1,0.22,0.1999999999999999,0.01,0,1,1,0.16313590442490128,Sleeping Dogs
0206-OYVOC,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.25,864.2,0,2-4 Years,1,0,0,0.3,1,0.1,0.0499999999999999,0.01,1,1,1,0.07227664314118609,Sleeping Dogs
7291-CDTMJ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.65,19.65,0,0-1 Year,0,0,0,0.5,1,0.2,0.35,0.1499999999999999,0,1,1,0.2022743625214416,Persuadable
7128-GGCNO,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.8,3249.4,0,2-4 Years,0,0,0,0.3,1,0.1,0.2499999999999999,0.1499999999999999,1,1,1,0.13376258955635995,Sleeping Dogs
0237-YFUTL,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8,0,4-6 Years,1,3,2,0.5,1,0.22,0.4,0.18,1,1,1,0.20918761787693585,Persuadable
7691-KGKGP,Male,0,Yes,Yes,53,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),65.0,3363.8,0,4-6 Years,1,2,1,0.3,0,0.1,0.2499999999999999,0.1499999999999999,1,1,1,0.10415284005645029,Sleeping Dogs
6710-HSJRD,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.1,7132.15,0,4-6 Years,1,3,2,0.5,1,0.22,0.4,0.18,1,1,1,0.28063565287831327,Persuadable
3675-EQOZA,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.65,93.55,0,0-1 Year,0,0,0,0.5,0,0.2,0.35,0.1499999999999999,0,1,0,0.18503399106141527,Sleeping Dogs
0840-DCNZE,Male,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),86.95,4138.9,0,2-4 Years,0,4,2,0.5,1,0.22,0.1999999999999999,0.01,0,1,1,0.16084102195069097,Sleeping Dogs
1732-FEKLD,Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),94.75,5121.75,0,4-6 Years,0,2,1,0.5,1,0.22,0.1999999999999999,0.01,1,1,1,0.14855687294089587,Sleeping Dogs
9862-KJTYK,Male,0,No,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.35,566.1,0,1-2 Years,1,0,0,0.3,0,0.2,0.35,0.1499999999999999,1,1,1,0.197494837664841,Sleeping Dogs
0479-HMSWA,Female,0,No,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.45,2715.3,0,2-4 Years,1,3,2,0.5,1,0.22,0.3,0.0799999999999999,1,1,1,0.22233004774160398,Persuadable
5854-KSRBJ,Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1782.05,0,4-6 Years,1,0,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.054007649392792484,Sleeping Dogs
0365-BZUWY,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.55,1742.5,0,1-2 Years,1,2,2,0.5,0,0.32,0.5,0.18,1,1,1,0.2603996984281537,Persuadable
4817-VYYWS,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,2983.8,1,2-4 Years,0,1,2,0.5,1,0.22,0.5,0.28,0,1,1,0.21910987948030014,Persuadable
5701-SVCWR,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.0,24.0,0,0-1 Year,1,0,0,0.5,1,0.2,0.35,0.1499999999999999,1,1,1,0.19980311785944763,Sleeping Dogs
3129-AAQOU,Female,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.6,485.9,0,1-2 Years,1,0,0,0.3,0,0.2,0.15,0.01,0,1,0,0.19612151505241393,Sleeping Dogs
4922-CVPDX,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.5,1905.7,0,2-4 Years,1,2,2,0.3,0,0.1,0.15,0.0499999999999999,0,1,0,0.20091048533943895,Persuadable
1396-QWFBJ,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,1565.7,1,1-2 Years,1,1,0,0.3,0,0.2,0.35,0.1499999999999999,1,1,1,0.1874352925177617,Sleeping Dogs
1357-BIJKI,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.25,4858.7,0,4-6 Years,1,1,2,0.5,0,0.22,0.1999999999999999,0.01,1,1,1,0.20006692311158697,Persuadable
1099-BTKWT,Female,0,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.4,3723.65,0,4-6 Years,1,2,2,0.3,1,0.1,0.0499999999999999,0.01,1,1,1,0.0944327358866974,Sleeping Dogs
5299-SJCZT,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35,1,0-1 Year,0,1,2,0.7,1,0.32,0.5,0.18,0,1,1,0.24018531290228778,Persuadable
2018-PZKMU,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.1,970.45,0,0-1 Year,1,2,2,0.7,1,0.32,0.5,0.18,1,1,1,0.2546405006906601,Persuadable
7340-KEFQE,Female,0,Yes,Yes,51,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),34.2,1782.0,0,4-6 Years,1,2,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.05983527218397107,Sleeping Dogs
4570-QHXHL,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.75,405.7,0,0-1 Year,0,0,0,0.5,1,0.2,0.35,0.1499999999999999,1,1,1,0.23456248464850177,Persuadable
2403-BCASL,Male,1,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,4534.9,1,2-4 Years,1,3,2,0.7,0,0.37,0.3,0.01,1,1,1,0.24515073703672802,Persuadable
7392-YYPYJ,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.65,2415.95,0,1-2 Years,0,1,2,0.5,1,0.32,0.5,0.18,1,1,1,0.256378877332839,Persuadable
2898-LSJGD,Female,0,Yes,Yes,21,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,55.95,1157.05,1,1-2 Years,1,2,2,0.3,0,0.2,0.15,0.01,1,1,1,0.1722157711454334,Sleeping Dogs
2223-GDSHL,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8297.5,0,4-6 Years,1,4,2,0.5,1,0.22,0.1999999999999999,0.01,1,1,1,0.17112325353251273,Sleeping Dogs
7359-PTSXY,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.75,45.75,1,0-1 Year,0,0,0,0.5,1,0.2,0.35,0.1499999999999999,1,1,1,0.21899632973091673,Persuadable
9470-RTWDV,Male,0,Yes,Yes,26,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,2083.1,0,2-4 Years,1,2,2,0.5,1,0.22,0.3,0.0799999999999999,0,1,1,0.16281280769663842,Sleeping Dogs
2176-OSJUV,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),65.15,4681.75,0,4-6 Years,1,3,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.05583163264849873,Sleeping Dogs
9348-YVOMK,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.8,176.2,0,0-1 Year,0,0,0,0.5,0,0.2,0.35,0.1499999999999999,1,1,1,0.1913521138670608,Sleeping Dogs
8104-OSKWT,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.8,1001.2,0,0-1 Year,0,1,0,0.3,0,0.2,0.35,0.1499999999999999,1,1,1,0.25832524453573846,Persuadable
4521-YEEHE,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.85,1594.75,0,1-2 Years,1,1,1,0.5,1,0.32,0.5,0.18,1,1,1,0.2884749063436669,Persuadable
4090-KPJIP,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,212.4,0,0-1 Year,0,0,0,0.5,1,0.2,0.35,0.1499999999999999,1,0,0,0.20441680117295782,Persuadable
3786-WOVKF,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.85,7677.4,0,4-6 Years,1,2,2,0.7,1,0.37,0.3,0.01,1,1,1,0.2477608561315411,Persuadable
4503-BDXBD,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,815.5,1,0-1 Year,0,1,0,0.5,1,0.2,0.35,0.1499999999999999,1,1,1,0.22435048925705775,Persuadable
6086-ESGRL,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.15,80.15,1,0-1 Year,0,0,1,0.7,0,0.32,0.5,0.18,1,1,1,0.2338680828215666,Persuadable
2592-HODOV,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,259.65,0,1-2 Years,0,0,0,0.3,1,0.2,0.15,0.01,1,1,1,0.1555278435154655,Sleeping Dogs
3886-CERTZ,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.25,8109.8,1,4-6 Years,1,3,2,0.5,1,0.22,0.1999999999999999,0.01,1,1,1,0.2426967709910297,Persuadable
7995-ZHHNZ,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),56.1,2386.85,0,2-4 Years,1,1,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.07031912881995948,Sleeping Dogs
3824-RHKVR,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,340.35,0,1-2 Years,0,0,0,0.3,1,0.2,0.35,0.1499999999999999,1,1,1,0.19408644045766854,Sleeping Dogs
5816-SCGFC,Female,1,No,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.3,419.35,0,0-1 Year,0,1,0,0.7,0,0.35,0.45,0.1,1,1,1,0.246408593565054,Persuadable
5989-AXPUC,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,118.6,7990.05,0,4-6 Years,1,4,2,0.5,0,0.22,0.1999999999999999,0.01,1,1,1,0.18060923352664512,Sleeping Dogs
4979-HPRFL,Male,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.15,1402.25,0,4-6 Years,1,0,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.06169193249989292,Sleeping Dogs
8590-OHDIW,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,749.35,0,2-4 Years,1,0,0,0.3,1,0.1,0.0499999999999999,0.01,1,1,1,0.08323627749688008,Sleeping Dogs
8015-IHCGW,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.5,8425.15,0,4-6 Years,1,4,2,0.5,1,0.22,0.1999999999999999,0.01,1,1,1,0.24357849456022818,Persuadable
2332-TODQS,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.05,1171.5,0,2-4 Years,0,0,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.07529655162826368,Sleeping Dogs
9278-VZKCD,Female,1,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.1,5647.95,0,4-6 Years,1,3,2,0.7,1,0.37,0.5000000000000001,0.1300000000000001,1,1,1,0.32162883509138956,Persuadable
8008-OTEZX,Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,708.8,0,2-4 Years,1,0,0,0.3,1,0.1,0.15,0.0499999999999999,1,1,1,0.10447037623206466,Sleeping Dogs
2773-OVBPK,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.3,7567.2,0,4-6 Years,1,3,2,0.5,1,0.22,0.1999999999999999,0.01,1,1,1,0.19580540832426557,Sleeping Dogs
5999-LCXAO,Female,0,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.9,29.9,0,0-1 Year,0,1,0,0.5,0,0.2,0.35,0.1499999999999999,1,1,1,0.1794001495697635,Sleeping Dogs
5206-XZZQI,Male,0,No,No,53,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,4348.1,0,4-6 Years,0,2,0,0.5,0,0.22,0.4,0.18,1,1,1,0.16680200184815291,Sleeping Dogs
4803-LBYPN,Male,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,635.9,0,2-4 Years,1,0,0,0.3,0,0.1,0.35,0.2499999999999999,1,0,1,0.1013526285375528,Sleeping Dogs
5759-RCVCB,Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.2,108.95,1,0-1 Year,0,0,1,0.5,0,0.2,0.35,0.1499999999999999,0,1,0,0.16620457164292118,Sleeping Dogs
6372-RFVNS,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,78.8,1,0-1 Year,1,0,1,0.5,1,0.2,0.35,0.1499999999999999,0,1,1,0.26003772290422195,Persuadable
2139-FQHLM,Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.95,1682.4,0,1-2 Years,0,2,1,0.5,0,0.32,0.5,0.18,0,1,0,0.25687264956585143,Persuadable
8261-GWDBQ,Female,1,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,6925.9,0,4-6 Years,1,4,2,0.7,1,0.37,0.3,0.01,0,1,1,0.20950871108289396,Persuadable
